issuer,"total_certs","risky_certs","risk_percent",tier,zscore
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510983976062826",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510991175560900",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511005570806262",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511005575583221",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511005575957374",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511019976126769",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511027175861179",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511034371275785",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511041570926845",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511041575611600",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511048770785280",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511048775283615",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511055975593418",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511070372503100",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511077575304267",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511084775597796",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511113570883699",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511113571928585",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511113575294703",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511120771904352",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511127976068863",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511135175478109",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511142375680271",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511149575347379",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511156775235529",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511156776130382",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511163971718254",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511171171170475",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511171171980492",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511171176181072",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511178370748062",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511207170843628",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511214371082829",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511214375542362",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511221575464291",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511228770900909",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511228771952578",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511228775291040",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511235971793734",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511235976259156",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511257571225883",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511257576072656",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511258207383808",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511265407273548",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511272607263759",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511287007134052",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511287011966445",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511294207361165",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511294207657270",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511294212070852",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511301407237088",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511308608102417",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511315973179297",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511323173264142",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511330372602547",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511330372906568",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511366372592838",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511366372894984",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511380772706885",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511395172339787",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511395173205591",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511402372622697",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511402372839153",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511402374083306",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511409573574451",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511416772488732",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511423972777828",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511423972780735",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511423973513091",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511431172427869",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511431172871424",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511431173118496",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511438372651454",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511438372726111",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511445572643802",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511445573505861",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511459972530667",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511459972611675",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511467173773681",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511488772775100",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511488773190563",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511495972554188",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511503172362630",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511503172829121",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511510372840207",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511510372989488",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511510373976096",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511524772316501",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511524772735031",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511539172684000",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511539172837338",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511546373671120",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511567973053144",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511567973134845",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511575172503417",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511575172962415",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511582373568623",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511589572944516",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511596772621218",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511596773895856",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511611173171388",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511618374069090",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511625572372217",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511625573371511",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511632772757000",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511632773399610",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511639972822293",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511639973920772",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511647172416888",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511647172759369",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511654372721959",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511654372854022",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511668772457157",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511675972656931",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511683173286103",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511697573209975",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511697573335438",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511711972665086",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511711973136463",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511719172615846",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511719173535536",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511726372393157",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511726372699289",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511726374149136",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511733572367048",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511733572789083",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511740772607171",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511740772707696",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511740772778521",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511747973220409",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511747974044010",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511755173387821",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511762372769479",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511762372997328",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511769573975816",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511776772399735",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511798372425139",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511798372853010",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511805572996074",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511805573443295",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511812773159579",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511819973293039",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511827172706820",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511827173374967",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511834372995586",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511834374397657",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1511841573058323",1,"0.0","0.0",tier1,"-0.08"
